Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
2013,Fonseca,327000000,26/08/2013,27/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2654640
2011,Francisco Pizarro,213775337,05/02/2012,07/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2543499
2013,Fresno,785700000,12/02/2014,13/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2628726
2014,Frontino,190496857,14/11/2014,16/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-15-3036010
2012,Funes,59763022,22/02/2013,23/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2204942
2012,Funes,57824469,13/01/2013,14/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-15-3030147
2013,Funes,269481740,09/01/2014,10/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2160365
2013,Fuquene,20953706,20/07/2013,21/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2161581
2011,Fusagasuga,1095499913,29/02/2012,30/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113077
2011,Fusagasuga,79941587725,27/03/2012,27/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2202419
2011,Fusagasuga,11621331509,14/02/2012,15/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3151047
2011,Fusagasuga,800000000,21/04/2012,22/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2675654
2011,Fusagasuga,992574341,20/04/2012,20/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2740104
2014,Fusagasuga,3693254664,20/01/2015,22/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-2167250
2012,Gachala,15779948,19/01/2013,20/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2630192
2013,Gachala,60790914,28/06/2014,27/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-125113
2011,Gachala,148798482,06/05/2012,06/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108803
2011,Gachala,120000000,04/07/2012,04/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2698541
2011,Gachala,74760836,03/04/2012,03/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-109680
2011,Gachala,148800439,04/04/2013,03/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109296
2010,Gachancipa,476190426,08/10/2010,09/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-126296
2010,Gachancipa,599982404,08/11/2010,09/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107881
2011,Gachancipa,1500000000,13/12/2011,14/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104387
2011,Gachancipa,121406500,22/05/2012,23/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108169
2012,Gachancipa,5264214410,10/11/2013,10/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107515
2012,Gachancipa,681588137,22/05/2013,21/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2405464
2013,Gachancipa,531554305,30/01/2014,01/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2899962
2013,Gachancipa,855252012,22/05/2014,21/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105192
2014,Gachancipa,1714366430,10/01/2015,12/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106224
2014,Gachancipa,1216414374,15/04/2015,15/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123916
2014,Gachancipa,360000000,19/07/2014,20/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105796
2014,Gachancipa,298410494,15/09/2014,17/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107830
2015,Gachancipa,7377019128,08/11/2015,10/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104925
2015,Gachancipa,280400387,23/10/2015,24/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122344
2015,Gachancipa,26627055,09/10/2015,10/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121081
2015,Gacheta,832614413,12/11/2015,14/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108806
2013,Gama,553680841,28/10/2014,31/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122040
2014,Gama,2655767668,12/07/2015,12/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2712401
2014,Gama,546611939,02/03/2015,01/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118088
2014,Gama,350000000,16/04/2015,18/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3264161
2014,Gama,300000000,14/08/2014,15/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107120
2014,Gama,136039819,20/04/2015,19/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130279
2014,Gama,85486354,14/08/2014,15/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130280
2014,Gama,39238221,02/09/2014,04/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105405
2014,Gama,12145762,21/12/2014,21/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-109914
2015,Gama,406666667,29/12/2015,30/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123903
2015,Gama,134990401,20/11/2015,21/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110583
2015,Gama,35977500,25/01/2016,26/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110739
2014,Garagoa,9033404,31/12/2014,03/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122198
2015,Garagoa,1518650703,30/11/2015,01/06/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115592
2014,Gigante,2350311208,06/10/2014,07/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3211780
2014,Giraldo,410508075,09/01/2015,10/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3294074
2010,Girardot,1149450938,10/06/2011,10/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113905
2010,Girardot,216447076,07/05/2010,06/08/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123184
2010,Girardot,122656003,27/01/2011,28/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3076570
2011,Girardot,2304958790,25/05/2012,26/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108798
2011,Girardot,1618297701,08/12/2011,07/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2909044
2013,Girardot,1999912800,31/12/2013,31/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2715010
2014,Girardot,963215990,28/12/2014,28/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3006667
2011,Giron,180130784,13/08/2011,14/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2979064
2012,Giron,53242576,25/08/2012,26/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3169951
2015,Granada,11641257,05/07/2015,06/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116810
2014,Granada,3612164590,18/08/2014,17/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116223
2015,Guacamayas,160470780,06/10/2015,07/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3110538
2015,Guacheni,393442231,31/08/2015,02/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2543349
2012,Guacheta,930860112,05/03/2013,06/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116065
2012,Guacheta,716041733,02/05/2013,01/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110668
2012,Guacheta,450168078,02/04/2013,01/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107092
2012,Guacheta,382456743,02/04/2013,01/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110302
2013,Guacheta,133000000,09/11/2013,09/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110624
2013,Guacheta,1121475304,04/10/2014,06/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110615
2013,Guacheta,274097294,21/04/2014,20/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116859
2013,Guacheta,239087448,30/10/2013,30/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118467
2014,Guacheta,565123632,16/05/2014,15/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113291
2015,Guacheta,516934837,09/12/2015,09/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2530100
2015,Guachucal,669537335,31/12/2015,31/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2310632
2012,Guadalupe,20707828,28/01/2013,28/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2847234
2013,Guadalupe,2260960416,14/12/2013,15/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2773507
2012,Guadalupe,15484089,12/07/2012,12/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116026
2010,Guaduas,306730218,01/06/2011,31/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-115796
2010,Guaduas,214000000,08/02/2011,10/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2392893
2010,Guaduas,172480732,05/03/2011,03/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129060
2010,Guaduas,155996961,14/02/2011,16/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118995
2011,Guaduas,449997008,19/12/2011,20/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121755
2011,Guaduas,391221609,16/03/2012,15/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-126193
2011,Guaduas,249999456,11/02/2012,13/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2334243
2011,Guaduas,101865704,27/12/2011,27/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2769833
2011,Guaduas,79898088,27/12/2011,27/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91116
2011,Guaduas,60000000,01/10/2011,02/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107076
2011,Guaduas,13000000,04/02/2012,06/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106127
2012,Guaduas,105887313,28/10/2012,29/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2897613
2013,Guaduas,108000000,05/07/2013,05/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121828
2013,Guaduas,888973299,08/08/2014,09/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128648
2013,Guaduas,617082700,04/03/2014,03/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2685908
2013,Guaduas,457957902,11/06/2014,10/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109277
2013,Guaduas,331761567,08/06/2014,09/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118891
2013,Guaduas,298501295,29/12/2013,30/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103699
2013,Guaduas,200000000,11/10/2013,12/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-107542
2014,Guaduas,1095190000,23/12/2014,24/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122342
2014,Guaduas,900000000,25/10/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105638
2014,Guaduas,547440989,14/12/2014,15/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2204908
2014,Guaduas,311616245,10/02/2015,10/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2152039
2014,Guaduas,229796100,04/06/2014,03/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2153545
2014,Guaduas,52441368,27/10/2014,28/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3005854
2015,Guaduas,609999998,10/12/2015,11/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2146063
2015,Guaduas,50000000,15/07/2015,16/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2537844
2015,Guaduas,49999861,15/07/2015,16/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3075485
2015,Guaduas,49998316,20/07/2015,21/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-2564252
2011,Gualmatan,3548068118,16/01/2013,17/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2251853
2014,Guamal,5898867720,07/11/2015,07/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2458906
2015,Guarne,326231014,02/06/2015,03/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120899
2014,Guasca,414217574,10/02/2015,11/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114815
2015,Guasca,180000000,02/01/2016,03/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-121761
2015,Guasca,54943617,03/09/2015,04/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114214
2014,Guatapi,12956600,27/04/2014,26/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114843
2013,Guatavita,330074636,17/04/2014,16/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2569260
2015,Guateque,2556043985,30/12/2015,31/05/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123800
2011,Guatica,631146736,31/12/2011,10/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114833
2013,Guayata,7238900,21/11/2013,22/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123919
2011,Güepsa,1483165830,18/03/2012,18/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2724357
2011,Güepsa,321544770,09/03/2012,09/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3125279
2011,Güepsa,220055231,11/09/2012,12/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-2934789
2011,Güepsa,75230126,20/01/2012,21/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120391
2011,Güepsa,17257500,08/07/2011,08/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112350
2010,Hatillo de Loba,2532675927,13/12/2010,14/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-124022
2015,Hato Corozal,878347018,10/11/2015,11/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3091356
2015,Hato Corozal,327976676,12/12/2015,13/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122966
2015,Hato Corozal,90850517,11/09/2015,13/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3054883
2015,Hato Corozal,84738700,15/11/2015,16/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99701
2013,Hatonuevo,658831055,05/01/2014,04/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1954837
2014,Hatonuevo,123743827,28/12/2014,28/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-101286
2014,Hatonuevo,58292330,28/12/2014,29/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1724968
2010,Herran,93566045,14/09/2010,15/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-15-1258628
2012,Herran,53339459,04/04/2012,05/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91379
2015,Herran,345183482,18/06/2015,17/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093245
2015,Herran,212829716,13/10/2015,14/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1626470
2014,Herveo,629904503,25/09/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093604
2014,Herveo,269895696,25/08/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1714445
2014,Herveo,105820000,13/06/2014,14/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1678453
2013,Hispania,159974704,10/03/2014,09/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-18-1608430
2014,Hispania,538071473,03/02/2015,04/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98742
2014,Hispania,449999991,06/09/2014,07/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103002
2014,Hispania,71092923,08/11/2014,09/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103002
2015,Hispania,673708725,17/07/2015,18/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1763821
2010,Ibagui,1217476366,31/08/2011,02/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-2090323
2013,Ibagui,2307269090,20/11/2013,21/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1861577
2014,Ibagui,994107337,04/02/2015,06/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-94652
2014,Ibagui,596497668,13/03/2015,12/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89557
2015,Ibagui,14512458871,18/09/2015,20/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88655
2015,Ibagui,5163750676,30/12/2015,31/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1898845
2015,Ibagui,323214244,01/05/2015,30/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2351561
2015,Ibagui,157436445,12/07/2015,13/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91115
2014,Ibagui,691566453,10/07/2015,09/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1660229
2013,Icononzo,475182442,20/04/2013,20/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1714105
2013,Icononzo,291757828,15/08/2013,16/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-102574
2014,Iles,1787700325,23/12/2014,24/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1593971
2014,Inirida,896195000,12/03/2015,11/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1517587
2013,Inza,204457035,27/03/2014,26/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1777296
2014,Inza,512990433,03/04/2015,03/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88951
2014,Inza,310458596,05/02/2015,06/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88951
2015,Inza,1224992816,30/01/2016,01/06/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88951
2015,Inza,777985386,13/01/2016,15/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88951
2015,Inza,688478097,15/02/2016,16/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2216375
2010,Ipiales,2392748975,07/11/2011,08/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093114
2011,Ipiales,2799604240,21/01/2012,22/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2092936
2011,Ipiales,560685546,05/06/2011,04/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1816563
2011,Ipiales,513163694,15/11/2011,16/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1505249
2011,Ipiales,224692306,07/04/2012,08/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1419320
2011,Ipiales,220855000,28/08/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1530169
2011,Ipiales,170311694,07/02/2012,08/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104973
2011,Ipiales,115514369,17/01/2012,18/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105479
2011,Ipiales,87878595,01/08/2011,02/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100042
2012,Ipiales,662691744,27/05/2013,26/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-97961
2012,Ipiales,327954011,13/07/2013,15/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106028
2012,Ipiales,140766350,30/12/2012,28/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99311
2012,Ipiales,19789346,31/12/2012,31/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2018232
2013,Ipiales,154156692,19/03/2014,19/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093463
2013,Ipiales,115384511,25/04/2013,24/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093315
2013,Ipiales,1012791536,06/03/2014,05/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2092754
2013,Ipiales,460452177,26/09/2013,28/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1940645
2014,Ipiales,825815215,05/10/2014,04/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2066999
2014,Ipiales,974512003,15/09/2014,15/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1582761
2014,Ipiales,91772330,07/06/2014,06/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103995
2012,Itagüi,1841138892,16/06/2013,18/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98296
2013,Itagüi,14789496633,26/11/2015,27/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100844
2013,Itagüi,9234795482,11/04/2014,09/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93620
2013,Itagüi,6369842615,29/12/2013,30/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85643
2013,Itagüi,4083101018,10/06/2014,10/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1722180
2013,Itagüi,3229710254,29/12/2014,29/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2108488
2013,Itagüi,2883095503,31/03/2014,30/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1715535
2013,Itagüi,1119700984,14/08/2013,15/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103375
2014,Itagüi,4375141854,16/01/2015,18/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-97454
2013,Ituango,651050918,15/02/2014,16/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95328
2014,Ituango,770409439,12/11/2014,14/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1946207
2014,Ituango,172611217,05/09/2014,06/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1666967
2014,Iza,41649986,01/04/2015,31/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1746690
2014,Jamundi,21480000,11/07/2014,11/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4528422
2012,Jenesano,3385524444,21/12/2012,22/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-94982
2013,Jenesano,304980607,09/09/2013,11/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093365
2014,Jenesano,415886083,16/02/2015,18/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093439
2014,Jenesano,232842115,16/06/2014,17/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1794501
2015,Jerico,822315772,21/12/2015,22/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1631642
2015,Junin,1715483474,05/02/2016,08/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2496355
2013,La Apartada,1296681979,16/06/2014,16/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1822577
2015,La Apartada,1836801889,19/12/2015,20/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1912125
2014,La Belleza,241519761,19/12/2014,20/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2093629
2010,La Calera,365794404,29/05/2011,28/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2092905
2010,La Calera,175000000,19/04/2011,18/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2079177
2010,La Calera,96261355,31/03/2011,30/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-101039
2010,La Calera,57132958,28/05/2010,26/07/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85956
